docid	post_count	word_count	ere_status
61b3544e177885e20cdbbf3e6fe6dcb6	6	998	rejected
61c929abf384867a7fc07f5447ada2dc	6	998	rejected
61d2b0dcc730f0b4e92ae0d1929b3caf	3	780	2p-done
61d632bcaa5ca9b2dcc5ac61517c30a0	9	995	in-queue
62123951f0a65472cfc696b1c9e74a1a	3	876	in-queue
6218ee55a93239c287d1fb2ebfbc2037	5	987	in-queue
621dff2ba015360ffbf0d3a8b42d91ab	3	887	rejected
6288c09d08b3c7d997c6ac90685736c4	2	994	rejected
62ef7f5c92dcb0397dbb70ab2b0a1e6c	11	964	in-queue
62f238b4836ffd6b33fcb5cae2dcec65	9	966	in-queue
62fcb0c1c69a2b90150a56e1fd3262d3	4	883	in-queue
63370147f38895379475d7b09f92908d	4	720	rejected
6351559d533fc335764c0e3ddab417fd	3	983	in-queue
6370752c944ca3f229144cf3ae7a56f7	5	923	in-queue
638207785dc35970e28cf1d2795241ec	2	881	2p-done
63878a2b6d34b576361d2a2778f321a6	7	957	2p-done
63c1a45161e488f48d4271f19c29c2ff	2	977	1p-done
63dca285201d1fcda72a54f4302b2c3e	5	622	2p-done
643e0b8823c3cbb11303a4f075e1db69	4	774	rejected
644706e2d97c9a9a1f9874510180f136	4	954	in-queue
644706e8711e685afe3120f3051bf359	3	521	rejected
64738448ddde935726359b0982a19c74	4	981	rejected
648a5d51ed6b34e5f86130d8186ddccd	5	810	rejected
648fc5834f73b4196b4ceb3daad954f9	6	773	2p-done
6491f0650d9628b84dee6f539df5a53d	2	274	2p-done
64eefc188ab9718c71003ba11c5506bc	5	849	in-queue
6521f6bd1eb405232a5e852423722bac	2	121	2p-done
6585bfd665c821820a5de84c35763b0a	2	617	in-queue
658f9cb30693ca19498b72453a1ab5d2	5	876	in-queue
65b773dc0e68f3ef467576f2250f9197	6	715	rejected
66042e52f30582445fad15569f3f00d8	4	384	2p-done
661ece467567ffbb54b551dfc1c2c254	3	110	2p-done
66436365f4991a51624ef26e0abb8a10	2	939	rejected
668057e23cb2c0a78dccbd7ade095c78	8	902	rejected
66856f4e24a53b098d343917eaeebbd6	2	847	rejected
66cc1fb1c4b9df1c8146a9c62267ea27	9	977	rejected
66fba4f92d2f9d8c3bee5dfad3af9828	7	970	1p-done
670b5425fcd1700e2c27af5f09244cb1	6	609	2p-done
672c0711bafc51a6fedfccc360298574	5	937	in-queue
676efb3d85c3b7d7781f2c6d9b81fd95	5	819	rejected
679fa4d6228edddfa0bd9bc61c725eae	14	978	in-queue
67aada000b7aa8e49d5f243992ab4335	5	972	rejected
693a6f13a483fa471c402f8627e128fd	9	894	in-queue
694221198c0600df906d2129f6ec578d	3	860	2p-done
694e3e5146dfaa6cd842477286a50f46	3	725	rejected
699bc2721d93857946803525b1902b9c	6	963	1p-done
69b0a0400ca98e496ddc471bbb1ee6c4	5	864	rejected
6a6b9dcd017e25760094094bb99c3df7	2	715	rejected
6a97832f01044e9951c3169aa3240a4a	2	622	in-queue
6aa152f41acdb14ebe325261483b3d89	3	671	in-queue
6ae3617f0fae522696fbae8dfc23e2d0	5	898	rejected
6aef233fe16a579899ce8589d5cc586a	3	908	2p-done
6b2309e863a4fae7d3ef17b78f659525	2	999	rejected
6bbc259b7adfb2ae888e7820a0afb069	12	480	rejected
6ce93318eb883140ba7099fdc515e4f3	5	720	rejected
6d2e9c66ba5a92b3f7eed70522f8ee7d	6	841	in-queue
6d2fc73a2d3eaf36947bcf7f80bec89c	4	875	in-queue
6d795959b333a45ecd5eec8248fec825	8	741	rejected
6d7cd483ac2dacc05f9a5e1e48ff8dc9	2	793	rejected
6db9133d2cd643a1330c539aea327c9e	4	996	rejected
6dd185fe54de6b39a1b514535d939ec2	2	738	rejected
6df4587f26c9f9b8b18a5e46d1b87ade	26	961	rejected
6dfb323c21443847fe10a293096fe831	5	694	rejected
6e669ea64908e753dd83d5164a76c253	6	911	in-queue
6e9774d5fed993851ec1565b43e1ff3a	3	861	rejected
6eab205663ef81c791ca54e8a7fa85f0	8	866	rejected
6ee0307ebbd785f84befea253c41710b	9	837	rejected
6ee42e9dd2b98b0d9553c3e6560a8c87	7	709	rejected
6f23e2b27428cfda59d71ccad17e0404	2	999	in-queue
6f3d4eb5acbc28fc83106463f0f2054a	7	991	in-queue
6f5ae9c3e823cb6f1d2798642eeb1ba5	3	993	rejected
6f9d5ab935a6fe20fd1e0b926ba309d1	5	534	2p-done
700041dbf908ef6673dc4783832d3610	5	930	in-queue
700b4fe62480792f3d2eb018727c89a8	2	733	rejected
705f7ae677ec62ada81eded90f90423c	4	487	2p-done
70917d22c300adf36a848f125383202e	7	981	in-queue
70e04445985f674d2859e1c014dfde02	6	833	rejected
70ed3fb5ac9023e6f88043f787cdd46d	4	981	rejected
70f14407068b6161c48223b162b647a0	2	533	rejected
71b4a0ef53271ca2490e97fdf4485ec4	3	720	in-queue
71beef797a77fb8ee951179cc4be4af4	5	636	2p-done
71d57e64b6f0f1d6aad55d0fa1d90dcc	2	344	2p-done
71f390c97752b32dead8229d21b48775	3	887	rejected
7213bc0241edce072bfdfb78619fae1f	5	933	in-queue
72f595e92241c03ea556c206d2265d35	4	661	2p-done
72ffc3c5c659e51e15d015b6e76891f5	4	825	2p-done
731fd2f2a515f766cc607798b52fece7	5	942	in-queue
735570fe161ac767a788efc12c57c009	6	897	rejected
735c7b34cd1284cc6542ff9faa6c5d61	2	307	rejected
73630cf584b52a5262cbceb9866ecd77	8	879	in-queue
73b7fb4e747c6731014da542219b33b9	8	958	in-queue
73dced628c8dcfeac984db0f1a9d8e62	2	337	in-queue
73f546c23c217c82453a65a10af0b5d7	6	851	rejected
73f76ea48a33b23d679ee4423274cbfc	6	976	rejected
74510bc1fb2bd61f35a5565e9745eb1c	4	717	rejected
748084d9fec941ee95cc4848f747559a	4	768	2p-done
749fcb23577c752b9f0d5428c50c3fde	4	923	in-queue
74f54b88a53f77ea907460a16ef0529e	7	910	in-queue
75cd5d6e1ce5bc0aed9c7d199f7ffb40	3	912	2p-done
75e3397307cdc8e7c89d022205a2360b	3	488	in-queue
75f62f00cdb28311e15d9068a3c077af	2	928	rejected
761dfa8ebea5c2960ebda630764c18ac	10	586	2p-done
76653a4a02cad1c1da854f1e23c3e624	4	654	rejected
76814ec8d0aa38609b1f1fb79724d4ba	5	889	rejected
769a2eaed05e3e4d8702e99555758994	3	901	rejected
76f4ee9cd5f2be8829445d4ef794c8b1	2	743	2p-done
777d45cd42e0657ad7b6eac16c400203	10	923	rejected
781b1ec4b3cb0b06b387e4bd71fa3daa	6	538	2p-done
787f5b0007ac0903a309eac06c83efda	3	150	rejected
78c010fc988e456dc4fd5a17e7d1b817	3	974	rejected
78fa19a903350929f96f60860c8ebdeb	7	912	in-queue
7922c079a44cd7899a38da2a5534ff5e	3	889	rejected
79241ccbc94e3f3631a89590e67bbc70	5	988	in-queue
7935bb1c6cbe00300b6b68eb74429b83	5	972	in-queue
7945e1b0a1c0cb59c69544287488898b	17	487	2p-done
7983544b750ff88e65c40ce77be98223	7	999	rejected
79959b1f6b8cab8601a68d42c205cd39	11	907	rejected
79cfdf9a2224711250e17ccd16b41d24	6	650	rejected
79df8ea052801bd9039493b17e82171e	8	970	2p-done
7a2441132cebea7808900dade9d347cf	2	521	rejected
7a7ce7fe8721f76e997f0c362f9b7cf8	5	992	rejected
7aa5db0a2079403177c21687b243036b	8	648	1p-done
7ab107f652ed204786c289ef3ad4ba50	24	852	2p-done
7ae43ec80c6ad38952fc519577d1727d	6	877	rejected
7af08d6aaa2bebd914c7febd3b9190d0	3	724	in-queue
7b8f7db1f09535f4bb90bd050b18d91e	7	999	1p-done
7bb776887dcb24339edb562d950bd2e4	4	807	in-queue
7bdd10d9a819c24aac9ebe5af3a81191	2	663	1p-done
7bed9cbd49ecb331b4402314ca2707b0	8	609	rejected
7c72e60052382b6650e8fc69a4e2651b	4	872	rejected
7c90c371cc852b4720bab1a009fc6dd8	4	621	rejected
7c9be6fb7f50ffcd699ab7d97be8afd5	9	986	2p-done
7d121c39155c02bfdbf3ea91e00cae13	4	888	in-queue
7d3defe9904a3b951f84bbed60954832	3	913	in-queue
7d41a55eaa436dd9d02da50bd58c3bfe	5	955	in-queue
7dc8003ce1b75da62cf0c86586ce654a	5	903	rejected
7ddae34c4553ef60a76c43144855ec6b	10	792	2p-done
7dfa17d9984065aefd3e19329cd5ba4b	3	594	rejected
7e0d322226af514529eb56576eda8fc6	6	971	1p-done
7eaf25a210ff4420e68fba533d8fb5b7	3	669	rejected
7ef5924a53640d077f37533e9ba5aa71	7	593	rejected
7f080ba5268a17ed08c5031715287bef	4	893	rejected
7f2c47ca6e7c602d95b5cebbc0284dbb	5	836	in-queue
7f2ce347d32672e6b730f873ae74c855	4	983	rejected
7f93f3d5ae480947c7b3467b27714ed7	3	959	2p-done
7fa691e4ba6c8efdac43d5e39bcbcb59	6	909	rejected
7fbf2a4149b178f288ac6fc2c69d332e	9	946	rejected
7fcbedf37f136f83e5690ce29cbd6b96	2	965	rejected
7fcfbd86327f505c80140e6d93bf4728	7	916	2p-done
7fe063055dfa7e626d3af6bbecce225b	2	436	2p-done
7fe240bd4ad0b8bc59172be9523fef23	4	880	in-queue
80093359db229dcc179ebb11c5e3dd09	5	978	rejected
8016bbffb027c688d3bfa0cde1d58f9b	7	873	rejected
801a0468432deb4ad9201d9f28271b0f	5	971	2p-done
80dfb00d3ef2e61da4bebe57380be49a	4	715	in-queue
80ebab345ec37cda9cd665df447f5628	3	835	in-queue
80f791ecbe979f498a767182baedc54b	4	933	rejected
818af3b5afc4f1a3437c6589bdd7999a	2	110	rejected
818fdbb4c50222bec10a9a65c484bad4	6	866	rejected
819054afb119f56c321140ca6f7396c4	4	724	in-queue
819efa70b60d1dfd1787f8f5b566e05a	3	890	rejected
81d0c08e37d44a079a8384604d711bf6	2	656	rejected
81d55cb642688b56312dca213e8e78cd	5	916	in-queue
81e585d8e99788d7d15f1f71096784be	7	969	in-queue
8204e2736509165d47a88cce95b461f3	3	859	in-queue
82ba7e3be0f08a3c98d23c14ecef53d1	5	885	rejected
82e0df6c3c8bcc634c445cf11579a7a1	3	724	in-queue
83bc57e1e20599f4d21af36261bf96a7	2	137	rejected
83c965bd651869b400e19c6afaf13f88	2	670	2p-done
83cebd9d63cedb98ba927d955eb585f5	4	476	in-queue
840ae73bd091fd89a970fa788f82581c	7	901	in-queue
843cb0bfe64e2513fcda284ede49a8ee	5	933	1p-done
845eb0faa97369459c8f2e375cddf22b	5	879	rejected
84869e5d3301ca8d7efcebffff01473b	2	246	2p-done
84d74d403a5123d0537d3ab66bb71344	5	919	rejected
84e12f633557aa63c115ea0691df1633	4	842	in-queue
8502a4a50767405571ec0bf1115e1054	7	948	in-queue
858fdabc54c9beb9b569f0dbd54ffe72	3	827	in-queue
85d6e531ce98f21b28ccaae244b65148	5	980	2p-done
864519bed11f77bdfcabf891f12b7c64	5	995	in-queue
8676e2fcf1ec3526fa05067a8160c31f	2	537	rejected
869add79413fea12844666916381fc7f	4	947	rejected
86adaa81babda5be9f362c0f193c7e62	4	962	rejected
87007fe5c57e3808effebdf90ab18e6c	4	906	rejected
8720e96c65cbfd80d5ddfe5222799c2e	12	966	in-queue
874f1411c10ef0d8c6947f70576aca85	6	880	rejected
874f83aafb85278aee39c0ebd221ab5b	5	910	in-queue
876a11e86c5bc408515e5879b55be6b3	2	767	rejected
87822c0c3fabb3a6d3b10729e6bceb08	2	574	in-queue
87b630bd2abf5826f23ecfb1544729af	2	864	rejected
87efdcaa03f55e24cbb03cc038844c67	2	998	in-queue
8843de51aa1e2bea69dfbb0800922bfc	5	973	in-queue
889e6450bbca3de03226663f9f9a1cae	4	808	in-queue
8902195546bd3e6c2fc338e2789496b3	8	939	in-queue
8925a587725c271c8cf88432ec35c969	10	920	rejected
892cb97f37ccd21cc1877b45ab613b98	4	698	in-queue
896b1452b4bf2bd2047b774a1392b39a	13	956	rejected
898863f956b9800d6904be16fcf68a87	5	996	rejected
89f1d88316711b886c887c0430c9f067	12	843	1p-in-progress
8a10ffb754645cceeb4345a431ead629	5	560	rejected
8a1143747d0114b49ca071a932e4ffa2	3	505	1p-done
8a28f34c5d9cb9adcdfa0ae87c9cfe0b	5	724	rejected
8a650be65e9a21400cc2e37208495906	6	969	2p-done
8add297cd063e6dae2ee7ef2c3650d87	4	615	rejected
8adfab0774b4adfd652bdc3adf2141a1	4	558	1p-done
8afa30d07a27f38cb0bf3a652e3a2187	10	978	rejected
8b1aa62b47be35932c8dc7eae45574a4	3	189	2p-done
8b2aa6cb7e34c1d7ae01aa9ed4ec10a0	3	966	2p-done
8b45fb75918b33b4b861da7e67668fb8	4	865	rejected
8b90bda08061515aeca7171f1f16e5c4	4	667	rejected
8b9433dd23f89471189091331a4e294d	2	668	rejected
8bd5ea21c1487087eebbc8223d7f551b	10	924	in-queue
8bf26455c1be5a6e08e7277d6a23a952	3	527	rejected
8c6ab8dcaf67c6b6bb275b3d6ebce744	3	448	2p-done
8c865b38d045e849ffee9feda2062ea2	3	842	rejected
8d018315a6fa75ac37d19a72cb5b9b18	5	973	rejected
8ddfbd7d07ec834a769bec595f0f1e00	2	681	2p-done
8df68df10d0f6d7d19a7cef6ef6aa87b	7	977	rejected
8e4b9af3ff09e55680c7296969a3b5bc	6	775	in-queue
8e7a07ad4059731d2c8191851328aeaa	3	870	in-queue
8ea2f3135c45854739a9ba6d473a105f	4	874	rejected
8eda32ce475e3edbed61d83000641749	7	905	2p-done
8f1acfa669c90420c00542ebd399f246	4	936	rejected
8f6f5e0f666268af7ce045505351c841	3	919	rejected
8f7395c2941730c1ff48effb917bf90f	2	799	1p-done
8f8172f571abc790d2d8be359f54f1f0	6	966	rejected
8fbacf972e01d91d469da87cbe336bca	3	619	rejected
8ff2e7cc31c91e0f406436d29afdde40	5	497	2p-done
90114c0c6b8077834d16357608df827a	2	753	rejected
9076091fe9b2295522f6cbbcd4334535	2	591	rejected
90e2a980c22e41e2b25666f676458343	3	741	2p-done
912e7fa4456ed2c9eac54809180b0cd1	3	991	in-queue
912efa07119e0bfaab5a5eeb3fc8d81a	2	903	rejected
91336c0e98ecb27d9cbfeedac98d2075	3	522	2p-done
914bde4cfc3e825d344d6d57ccb6bf85	8	996	in-queue
91604b1ea38661893778e91d67df4959	2	785	2p-done
916ad8d35446a4f5a2552128ff5a7486	8	947	rejected
922c6793ff931a28cffbf05d84cadfde	5	725	rejected
923c73ed544d790c8ce976880ea4f836	4	965	1p-done
9275a6877688ed6f44f0045394fdfa66	10	940	in-queue
9279a2e3130ed7f3a460dc4c069e92f4	2	899	2p-done
92cc1cddd043eecaf84c63bb2afbda18	4	865	in-queue
92d7543d8f228d4eb136aa6c36e67773	2	745	rejected
92fcb42da2ab71a7e358379f3a156a65	2	747	rejected
933433d4a8b578ef719ce0b05c42df28	4	863	rejected
935e2f4a3a48d4680a50cf9350062c14	2	891	rejected
9362475344ac190b4278b1e52478f2bf	2	974	rejected
93f4b03cebd5584b11e231f3c32c42e5	4	427	2p-done
948a64f245d1787ef613f3b80da1a648	6	605	2p-done
94accabfc1c5689122a2da8f6185e2ad	3	577	1p-done
9505f437988e8a2ef8b5192d89b58cdb	7	200	2p-done
9517c4d4a4b775d4c7bc193f60b9b9ab	2	475	rejected
9580fe286b9abeaef757e232748fac11	4	713	2p-done
95b61039317514a2495ee431a0a35e5c	3	463	rejected
95c7eb19a741dc93e94e9f34c6fa40e2	5	562	rejected
95ee007e92da95432b09a19fd52433bf	7	950	rejected
95f29c7696aa1ffe830ac6f4fe0e96ce	10	908	2p-done
9639c39d40b00c9c753c1ffcee60af5d	6	480	2p-done
9656710947f02a6e00513d9edb96ef14	9	675	in-queue
9665f655a75dde6a5060ff004276c225	6	959	rejected
96a88297bb64c884fa73a8236f709211	3	995	rejected
970260c77cbe7d3bc603891a7e7ac875	6	588	2p-done
977071820de7562a8563c939d86366b4	7	723	2p-done
97aa2eda0e0c4433f3e128acb5c6be49	7	821	rejected
97e0304632853d30d64e1d2c9d5dcdc5	2	929	1p-done
97f171653eeac877bc9cd3797070fdcf	5	749	rejected
9816606e259d7ef7e888c8ad3a9d7e37	10	484	rejected
9818e16d2505aece3fe677c8af49bc32	7	972	rejected
984858630d13ee349a9a48a92cc6a386	5	541	rejected
98a5f9836e3e31f4cab332dc2a4e87ea	3	923	in-queue
98aba8fc3bc12ad614748145493a9e72	4	872	rejected
98cfb3e1292dfb73022ded6fb6fc73e1	11	1000	rejected
990b35299e748740fa7370e1cd747122	4	973	rejected
991b328f96cf59403445ae6ac6c9709f	11	700	2p-done
992bff6a3ce5974c549defa251a16bc5	8	873	in-queue
9931547be761fd8c99e1e887e3362b9a	5	857	in-queue
99357992847d8414c08996f03ab766a6	5	799	in-queue
99582f0f3cba62850b698fd15081bbb0	3	799	in-queue
996b2791ef4c65e558865b94660c0d3e	2	405	in-queue
9984abc6f76b051e5fbb7a6633077351	6	982	rejected
99b3dbca713622848acf1208ca6752c7	8	991	rejected
99cc9c03e4aeabe7b18ba602a8a399eb	2	957	in-queue
99e91e82d8e5335839d9e6afe87f72f1	6	959	rejected
9a02844ccd4e95943789a53839ca857d	8	642	rejected
9a2631cd044be2b3a37bf0ba41ccf896	3	551	2p-done
9a26f011ef3974b057732190bd1ae835	4	168	rejected
9a450823f1078ae1010615e0e01567a1	5	218	2p-done
9a76d2fcd8013caaf15fa28eeaa4b8fb	4	473	rejected
9a80a429d9888826e1d984ddcf284fcb	5	701	1p-done
9a89b457cb2d39a09664950ee06d31ce	4	908	rejected
9b438c1fe9d5e7e45a95fc859f3b7880	3	832	rejected
9b699a896487010ded6a357445802edd	3	864	rejected
9b9cfdeeee41f64a6f07c9b0c7182bb0	8	991	in-queue
9c050629ddd03417b1030f649d66597d	5	308	rejected
9c40a2c1fb2ea3be7a1cf407d1f52a6e	9	775	1p-done
9c42f4ad497d9ab6644f4c4dc9446c5f	5	200	rejected
9cb2f731d1cb140477602d24e92b9bf6	4	972	in-queue
9d127f3c0a1dba057add04ea56e7ce2a	11	961	rejected
9d47e4de18d89973474392f4d7209692	4	235	rejected
9d4c183ccf198e296aaf6a7235782024	8	971	in-queue
9d5d9077b18265b61bbeac8437b6af10	3	748	rejected
9d7fae9ec56e8d8d3cd1e7bcb1a9e0a9	3	949	in-queue
9d85204ad3e5452a4aead3fd10c86c1a	6	970	in-queue
9db4f6f73f7aa55e3afe4d5d4d02a9ba	3	996	2p-done
9dcdaa09651786dd35f3e76c047b3b2b	3	982	rejected
9deb4e05fdf57aa11ca338d1301e9872	10	733	in-queue
9dff83b8a34ccd9dbb9aa727da04d614	7	941	in-queue
9e149e77467c3d2305ce8d29806f0a60	3	979	rejected
9e16310b6a461caa95c02c29df5f74a0	9	631	rejected
9e5ef006dfa919367689d1205ac032a6	2	410	rejected
9ea612377383a355aee6a81a7ad16760	6	945	in-queue
9eaf9efbc93c3427618bd749bd997aba	7	827	rejected
9f15453a9a6e109a02fd3e3af5cc2a26	3	636	rejected
9f235f742db6a8b78cf9052588d35631	6	932	in-queue
9f508f79c0fb0a0cdb2552112ca21bb1	7	492	rejected
9f55193ab829bc027fe3fd80633f301a	5	282	rejected
9f726c506cd5de74510b32866cce286b	9	789	rejected
9fba4ac860172f6091db496f37d45673	3	319	rejected
a006c93069fc1cde6b44824e7f7cc419	2	868	rejected
a0443c65ffa6e60bc6496ee24c5e3f6e	11	899	in-queue
a0b7ea8c8cbfb779282756011fcde626	5	842	rejected
a0f28b511f6898adab252700d6f9ee08	2	656	in-queue
a10554937789d09e9f4e4acc59465346	6	977	in-queue
a11e1de20cbd471d637758822a5fd641	2	781	rejected
a1562f0970b2e14491876785e7da3779	11	544	in-queue
a17b33ec8137adda448ad7e8d189a4b6	3	764	rejected
a1aac6733fa40ea402e1ebab48901102	6	936	2p-done
a1bf796998bcd33908362de2c1d876ca	5	691	rejected
a1c930e19a9f10f4999cb2b399ad10fb	2	834	rejected
a1f12eee20d527d915e5ca2c5068b466	11	978	in-queue
a1f5e16b9b32bde4514010af9f4eaf51	3	908	1p-done
a2209743cb2ee90ef6a70198d9da7bee	6	863	1p-done
a246874ba9bd8f5ed56b246503c1a951	3	589	in-queue
a25ddcddc2a6cfd27d47b615dd44d133	3	844	in-queue
a2621a5599b3900d92c8107c92a013de	3	955	2p-done
a2683f0fdd11178f45548baad52cb6b8	3	968	rejected
a2794be1e11f011690cbe6b7cc4dc2a0	4	897	2p-done
a29646201e22999c821fd6d59f31f4c2	4	616	rejected
a2ad79cc48619a498305f5df3fab094b	3	274	2p-done
a3162a5c43680c77e6724ddd42610282	5	986	rejected
a3566512c00f451de7065363e51e8e1d	3	688	rejected
a389eae40cbabd27c87cd9b1dfde5e29	3	385	2p-done
a4117bdf2b04c2f95095d21383f1359e	2	527	2p-done
a452e5d45af80c20a855eac84e638135	5	925	rejected
a4ad9f66aca61926378d6c6ad75883db	3	959	rejected
a51425d47c9a836aa519ba27886144fe	7	882	rejected
a59acf050d7cfd81b70e3546480163a5	6	275	2p-done
a59e1b9a3e4b2b57799721dc768a5883	4	918	rejected
a5b770c3e91db9cadae97422fd8a6f56	3	599	rejected
a5ee7b97f5457d40545d39095caf6b22	4	963	rejected
a6096b158f495d4d5c59ab41ea37f5f3	3	817	in-queue
a61c5a1a5be754bb73232d8919355eca	7	983	rejected
a6493ed2e3959487fecd84e4a7dd118b	2	758	rejected
a656c5ac0ab839134959bd6f354023ac	3	624	in-queue
a66309b85cd37102c5f3ca9c973da146	5	993	in-queue
a6634d3032cfb4e2c09e3b8cf8cca1fa	3	605	rejected
a6dde01129239b911195cf632a379150	6	989	rejected
a6ff875f4c8f15ae4a1231baa74e97df	4	985	rejected
a7059e7ddfe3aed3497fc59248bd8c5d	5	802	in-queue
a734a0b5a6989fa70270ed223acf8ea4	5	669	2p-done
a865e4910219a2fa923e41e5cfbf9001	6	959	rejected
a886bef52d598e6a1407d1a0863dc2ee	4	915	2p-done
a8ea0dbab491528807f4878e5f34c4c0	11	965	rejected
a8f9e3faa7f17f255cc564f2f3ab3990	5	591	rejected
a9071c91160a6af3e618c1f703ad1cba	3	989	rejected
a923226f3c3b2abf8b45d48ae7750128	5	908	in-queue
a987011fa9b7db87ea245d6fbc35c960	3	546	2p-done
a99b0ce8d680444a8f97c43f83760951	2	785	in-queue
a9e54be6eb524537ee72d0c1f66d17c7	3	329	2p-done
a9eca46186b0bfc157ce0992a4ff2006	2	128	rejected
aa02c364357118f09e47a17816cd8882	3	911	in-queue
aaa267879228bc9c23ad2eabaefb789b	4	995	rejected
aac31623b4779a933348b69b850d675a	4	466	in-queue
aad3482d553c750cea14d892cfc69e27	5	784	2p-done
ab2a0db13bf85b23039ef30ea12223cd	6	991	in-queue
ab996c711a02aec6af4e6a96efcaa381	7	991	rejected
abda624ca0376cd6868788b1a2aaf400	3	974	rejected
ac2b3dad80bddac81f185b78a7e46e20	9	947	in-queue
ac6d66326a43c5c3fe546d82f66c4f16	10	868	2p-done
ac9eeae362fe77692f89bd0f80903ab0	4	953	in-queue
acd60793ac22844c0d53e244bd6e5d57	7	933	in-queue
acf70820bbec7f6cb783426823cbaa4c	3	922	in-queue
ad23e36579a79871fb2277cba16b8150	6	871	rejected
ad2db5a8b96495f0f49163a59c687e39	3	657	in-queue
ad87d16fd7551a8610fe7da91c770cb5	2	857	rejected
ad9b2ee370da960b846a3864aebd1db1	7	830	2p-done
adb04cd9521511dd0e66bb5085da4d70	2	908	1p-done
add7e91850eb4d40da7d6c35f2c7c973	8	843	rejected
adf71f866576c76375aeb33de84af3c8	2	567	in-queue
ae70b35ac012edc8aba9478b4d53df97	3	488	2p-done
aea7c7989fc31bbf42565eb85ca23cc6	3	976	2p-done
af176eef18e00c87e87159800849c574	7	995	rejected
af3689c65b2ac4a92828fdc21e24d9c5	2	963	rejected
af46d821529014f5060043f597130e72	8	874	rejected
af770886696059e350fddced1a1d106a	9	760	rejected
b0714c04cb4a17765cd415a3ad391b95	2	915	2p-done
b0b18a59595acac916a25a0228758c58	3	582	rejected
b0dc71605e5e4a7f136b888532c30591	6	959	rejected
b10184431e6594826d360cf31c1e760d	2	809	rejected
b19fea22dfe17cb0db61cac4ad8269d5	6	983	2p-done
b1f9a4f4157f75f0b2038d8eed45afe5	3	943	rejected
b1fd32e0e8ad4a0f4686a1b4da6dc11e	6	849	in-queue
b20eee5de1c62969ef2b19c7468838db	4	854	rejected
b2184fd2d5c443bc7479552845db081a	4	830	in-queue
b32e214252e9f0dd81b35e293f33ca85	4	680	2p-done
b334bb78255b9121dbaf2fc1f17fff8d	5	183	rejected
b34d04cfd76655c98697bf96d438d6b3	5	945	in-queue
b35a476f7e7a8881839beb7440ec3e67	5	999	in-queue
b368da439639d0676746f7795f9bb758	2	537	rejected
b39530f9979be8d615206aae74a37412	3	919	rejected
b3b6314c089edc5c8262c4f2e8e04e5f	3	470	rejected
b456170058aada4862051e92f9b04855	5	917	rejected
b45644b380cb5fbfbb0212a649509b59	6	963	rejected
b4a559c5ef3c3f5cf78163b61c789b75	5	981	rejected
b4b29f315288cef0668b6f636e3ebf1d	5	924	in-queue
b4c516af01197631b544ffd78e571a00	2	768	in-queue
b4fbf84173a9b431485390de80323e95	12	811	rejected
b5c7133b17b2e09033f63e0ed77187e8	7	921	in-queue
b5f36d51897d5a755bd357f5d751df5a	2	558	rejected
b628c11d6d310ffa1a0325175b4e2cb9	4	864	in-queue
b63466eca89699f0c4a0f546b14806b7	6	869	in-queue
b6439d44e5ca2d97216a26df4b8888c4	3	932	in-queue
b65d9612efb029c3efe1a907c0238b54	2	670	rejected
b66b70dc797e54a1b6264896158157b5	2	989	in-queue
b66bc4453e209ed331169550788070ba	5	904	rejected
b6748a57d798faa64692921e65da087f	5	998	rejected
b6a9f2acea9287b74430fe092eee8ac8	5	958	rejected
b7099f011c067956a06e12b62c741432	5	586	in-queue
b77be7f60b3fa9631224b287c557840e	2	558	rejected
b792a4e2b219ed4ed7e9897bfbd64ebd	4	986	rejected
b7939368b68ecf540f04a42b2a7f7cd4	2	872	rejected
b7bb68a1b49e916029e54b6f0079355c	6	845	rejected
b824045f9f66ddbf301a3a78430b1ed2	8	661	rejected
b86bb406a834775ab4b9967104b609b8	7	602	rejected
b8799d4c7002164e1ac02d16348e6dc4	2	892	in-queue
b892b78bb6cebfba5acc788b3c13c215	6	967	rejected
b8e9c3d612ec433cb0b79bf7bfa761c6	4	908	2p-done
b8f88004bd0905b2e07160aedf178793	8	916	rejected
b905349be80f601c927d6e3d7cc7e88b	4	992	rejected
b917ed882ded44f42bdd7d85c91af6b5	2	570	rejected
b9a4540d90983e111e32162e185f743e	11	754	in-queue
ba01de10113b745e2aee336d86433b22	3	633	rejected
ba82d395cb735ac3075eb29eabfe9f3d	6	927	in-queue
ba8b2ff3953af1deec7af850858eb4a4	8	762	rejected
badc069fc7f490692f1f4ad97eaa7897	3	514	rejected
bae516bff015d09facf86a5f56832920	4	957	in-queue
bb1a09e1a46a706e16b3258d9f8587ac	4	635	rejected
bb1b3f09866fbb83e090542ccd8a4aae	10	748	rejected
bb1c4aa162a7d9a3ec2adc4c0a4a4476	7	923	rejected
bb2378c7df04c9da94512ff1b939c7a3	3	943	rejected
bb30941696f7afa648d372e779995513	7	996	in-queue
bb3d098d80381087ea4c75132b0cf236	3	869	rejected
bb628c991f4aeafca4f4b21ce00d1cba	11	998	in-queue
bb82a7c72cc846f60d0b91fbaed3cd77	2	711	rejected
bbc0902d124c0709fbfbf712da34c5f0	4	522	2p-done
bbe182cc84e3eb57203caf1d7acf9e87	4	325	in-queue
bbfea640fe4c821257377d30ae325748	3	761	rejected
bc4aed76c55a0e40114ea9d5b8f46133	9	542	rejected
bc8c0057f9245128e8aa4ce077198418	6	929	rejected
