file	genre	word_count	entities	entity_mentions	relations	events
d960b7361a0b1e67fcc77810abb29f40	df	994	36	135	12	4
d9aaa7f24179f1b8c1d8b2a414cbe415	df	977	31	163	3	10
dc8454080c97da90b37d8a37df6ae5d4	df	827	30	127	12	2
dc9c95b8b845361acfc9423d533bc55c	df	725	31	123	6	4
dce7abc80899560f569cf40198dd55a8	df	620	28	94	9	2
de7149579bcf88d47f926aba5ef96875	df	929	18	130	8	2
df4fda9792f0e674b44d0d71bdb97d1d	df	834	18	65	6	4
dfc89cbacc41ff5e11595c43ab65bf1a	df	887	18	211	2	0
e01894e14eb53ed17ff20b9d2c474314	df	935	56	140	20	9
e0aeb1fe17a4e0caa9e8561f8ffb5e26	df	902	31	100	3	0
e0d170348f56adb76acae493de624ad4	df	781	25	105	4	8
e1747f2127be5eee4cb76f2a1d4bf2c7	df	904	23	94	13	2
e1d916dad79bf902904c06cddd09eaf9	df	958	42	160	6	4
e1e67a0be8885299f63b76fe3b94421d	df	959	22	94	4	3
e215a8c415c28c01afb318c5a52a1754	df	660	28	120	24	6
e33261ead006b3678fe64dc30004f16e	df	845	50	137	16	5
e35bf2bb099e4dfc5de1e0bf6a4b9431	df	722	40	138	20	8
e365efeb3f3e3a3df5ca1424101b4405	df	896	43	127	11	8
e41765f58753400c3dc9aecc8792bfe2	df	1000	29	214	17	7
e41babab4630e1e4b96eb27f81c887a2	df	997	38	127	10	5
e4c5cb32e457689f2562883f6c73200e	df	822	18	50	7	1
e59b009b0784378f3742ccd6d63bf916	df	811	25	122	8	2
e73f9b988cc678475e9525c8c6ba6ec1	df	976	33	161	7	4
e7c79d7a7b3570a7454b289fb1b53ee1	df	997	23	91	3	2
e856b940e4feaa83b018568f714e5fd0	df	966	39	121	11	0
eb6cb6e2281e0f870b00b8c6a64424c4	df	912	41	160	8	3
ebd6e5a66213b9e5fde2cc1496140691	df	672	13	84	5	2
ec29ffe8fef56a4823f9697834b6ef1e	df	499	7	23	1	2
ec58941ddd30f269004ecc32775e64de	df	918	35	118	13	2
ecb7e618a4feff91f8db76ae51dd7d3e	df	817	16	107	3	3
ed5a9b14dd7654a7ee1678b558fcc3f4	df	894	38	147	25	8
ede0bf606545e78831e8a725d98bdacf	df	883	40	122	11	7
ee1125b3655a8fd2f4a34872c1661c8d	df	966	27	159	12	1
eed3a236738edabf01b2f20c3c81994e	df	938	22	53	4	3
ef777b4f5afcc737e870eb42fcb0ce7b	df	266	22	50	11	3
effae9149da35676e712683c3167114f	df	736	20	61	2	1
f197e97228d66e506c96f55150ad5f5f	df	562	24	57	5	2
f1c41b61746035c01c0a3e0aecb98eda	df	907	39	88	4	4
f2923a3938b032195bec36b1a78559bb	df	568	25	90	8	5
f32b69c71b3edbe5606962d5dbf05aab	df	940	20	104	10	4
f38d6a391b2f86caae8d5e7e62fc83b3	df	864	24	126	19	6
f42ee3f6a863b797aec05a936733965c	df	951	36	182	26	6
f4a7057ca1666181fad67640badab45f	df	874	19	74	4	0
f7f98d4c229283aa7c4fdafdce803af8	df	712	46	139	26	12
f8b3da9db43015624b80ef9bc8ba49a2	df	870	39	113	8	4
f8f0eef633864802c5868f7c04a4c48b	df	974	25	131	7	8
f9689fd76dfebf0f91ba08ba5e24243c	df	995	20	116	17	3
f99223f87ded9f7b4b5c9bfc1f374838	df	825	28	96	3	1
f9a098af22fa620e8c16c46741ea09a8	df	593	17	65	5	1
fa7fd12f30464f6cc27d14f253c6e62e	df	806	14	59	3	1
fac3fa9cf9ccc0c87916d890ff6a3a52	df	862	43	104	3	8
fc6ece1891d15fdadf17cc917f018830	df	642	15	126	5	1
fd578caced19951c658c6a23731117c1	df	832	35	58	6	0
fd838e68b43108cfade5e5c314251efe	df	903	21	128	9	3
fe6e9cb0ec0c4ee5f863fca4b371c274	df	737	21	73	2	0
fe9f8628c681c4d6e4ee71cf8775d510	df	926	31	133	10	3
fead689bd38623fecb325902e4bdbf33	df	953	31	85	2	3
