docid	thread_id	start_post_id	end_post_id
f32b69c71b3edbe5606962d5dbf05aab	11660	p113	p116
f38d6a391b2f86caae8d5e7e62fc83b3	12773	p50	p59
f42ee3f6a863b797aec05a936733965c	13297	p1	p6
f4a7057ca1666181fad67640badab45f	11441	p178	p179
f7f98d4c229283aa7c4fdafdce803af8	11763	p56	p58
f8b3da9db43015624b80ef9bc8ba49a2	13231	p324	p327
f8f0eef633864802c5868f7c04a4c48b	11673	p243	p253
f9689fd76dfebf0f91ba08ba5e24243c	11646	p172	p177
f99223f87ded9f7b4b5c9bfc1f374838	11438	p189	p191
f9a098af22fa620e8c16c46741ea09a8	11875	p5	p11
fa7fd12f30464f6cc27d14f253c6e62e	12708	p102	p106
fac3fa9cf9ccc0c87916d890ff6a3a52	13153	p298	p300
fc6ece1891d15fdadf17cc917f018830	13822	p1	p3
fd578caced19951c658c6a23731117c1	11731	p975	p977
fd838e68b43108cfade5e5c314251efe	12735	p88	p90
fe6e9cb0ec0c4ee5f863fca4b371c274	13203	p36	p37
fe9f8628c681c4d6e4ee71cf8775d510	12559	p111	p116
fead689bd38623fecb325902e4bdbf33	13398	p67	p74
